CourseID,Title,URL,Short Intro,Category,Sub-Category,Course Type,Language,Subtitle Languages,Skills,Instructors,Rating,Number of viewers,Duration,Site,Program Type,Courses,Level,Number of Reviews,Unique Projects,Prequisites,What you learn,Related Programs,Monthly access,6-Month access,4-Month access,3-Month access,5-Month access,2-Month access,School,Topics related to CRM,ExpertTracks,FAQs,Course Title,Course URL,Course Short Intro,Weekly study,Premium course,What's include,Rank,Created by,Program,Number of ratings,Price,COURSE CATEGORIES
216,Learn Chinese: HSK Test Preparation Specialization,https://res.cloudinary.com/dhxzdpysp/image/upload/v1772576199/courses/course_237_learn_chinese_hsk_test_preparation_specialization.jpg,Chinese For HSK (Level 1-3). Your Step-By-Step Guide to Learning Chinese.,Language Learning,Other Languages,Specialization,English,"Subtitles: English, Arabic, French, Portuguese (European), Chinese (Simplified), Italian, Vietnamese, German, Russian, Thai, Spanish","Chinese Language, Hanyu Shuiping Kaoshi (HSK), ","YU Bin ,LIU Lixin ,CHEN LI ,LU Yun ,",4.73,51,Approximately 7 months to complete,Coursera,"chinese, hsk, learning, level, step, step guide",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,Business English Communication Skills Specialization,https://res.cloudinary.com/dhxzdpysp/image/upload/v1772576205/courses/course_239_business_english_communication_skills_specializati.jpg,"Build English Skills for Business . Improve your ability to speak, write and understand English in professional settings.",Language Learning,Learning English,Specialization,English,"Subtitles: English, Chinese (Traditional), Arabic, French, Portuguese (European), Chinese (Simplified), Italian, Vietnamese, Afrikaans, German, Urdu, Russian, Spanish, Mongolian, Ukrainian","Business Plan, English Language, Meeting, Presentation, Email Writing, Business Communication, Communication, Professional, Writing, Negotiation, Planning, Language, ","Richard Moore ,Wendy Asplin ,",4.61,61,Approximately 6 months to complete,Coursera,"ability, build english skills, business, english, improve, professional settings, speak, understand, write",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,Statistics with Python Specialization,https://res.cloudinary.com/dhxzdpysp/image/upload/v1772576208/courses/course_240_statistics_with_python_specialization.jpg,"Practical and Modern Statistical Thinking For All. Use Python for statistical visualization, inference, and modeling",Data Science,Probability and Statistics,Specialization,English,"Subtitles: English, Arabic, French, Portuguese (European), Italian, Vietnamese, Korean, German, Russian, Spanish, Chinese (Simplified), Turkish","Python Programming, Data Visualization (DataViz), Statistical Model, Statistical inference methods, Statistics, Data Analysis, Confidence Interval, Statistical Inference, Statistical Hypothesis Testing, Bayesian Statistics, statistical regression, ","Brenda Gunderson ,Brady T. West ,Kerby Shedden ,",4.46,65,Approximately 3 months to complete,Coursera,"all, inference, modeling, practical and modern statistical thinking, python, statistical visualization, use",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,Conflict Management Specialization,https://res.cloudinary.com/dhxzdpysp/image/upload/v1772576210/courses/course_241_conflict_management_specialization.jpg,Turn Conflict into Collaboration. Learn proven approaches to conflict resolution in three courses.,Business,Leadership and Management,Specialization,English,"Subtitles: English, Arabic, French, Portuguese (European), Greek, Italian, Vietnamese, German, Russian, Spanish, Romanian, Korean","Active Listening, Communication, Management, Cross-Cultural Communication, Assertiveness, Collaboration, ","Najla DeBow ,Amit Kothari ,",4.39,18,Approximately 4 months to complete,Coursera,"approaches, collaboration, conflict, conflict resolution, learn, prove, three courses, turn",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,Big Data Specialization,https://res.cloudinary.com/dhxzdpysp/image/upload/v1772576214/courses/course_242_big_data_specialization.jpg,Unlock Value in Massive Datasets. Learn fundamental big data methods in six straightforward courses.,Data Science,Data Analysis,Specialization,English,"Subtitles: English, Arabic, French, Portuguese (European), Italian, Vietnamese, Korean, German, Russian, Spanish, Hindi, Persian, Turkish, Chinese (Simplified), Polish","Big Data, Neo4j, Mongodb, Apache Spark, Apache Hadoop, Mapreduce, Cloudera, Data Model, Data Modeling, Data Management, Splunk, Machine Learning Concepts, ","Ilkay Altintas ,Amarnath Gupta ,Mai Nguyen ,",4.43,219,Approximately 8 months to complete,Coursera,"fundamental big data methods, learn, massive datasets, six straightforward courses, unlock value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,Robotic Process Automation (RPA) Specialization,https://res.cloudinary.com/dhxzdpysp/image/upload/v1772576217/courses/course_243_robotic_process_automation_rpa_specialization.jpg,Learn RPA Design & Development with UiPath. Master building automation projects independently. ,Computer Science,Software Development,Specialization,English,Subtitles: English,"Uipath, Studio, Automation, Workflow, rpa, Data Manipulation, List, Dictionary, Input Actions Automation, Selectors, Recording in Studio, User Interface Automation, ","UiPath ,",4.33,3,Approximately 4 months to complete,Coursera,"development, learn, master building automation projects, rpa design, uipath",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,Healthcare Organization Operations Specialization,https://res.cloudinary.com/dhxzdpysp/image/upload/v1772576220/courses/course_244_healthcare_organization_operations_specialization.jpg,Healthcare Foundations for Administrative Careers. This specialization introduces concepts for healthcare organization administration and operations.,Health,Healthcare Management,Specialization,English,Subtitles: English,"Pharmacy Healthcare Organization Operations, Public Health and Wellness Healthcare Organization Operations, Medical Healthcare Organization Operations, Healthcare Administration, Dental Healthcare Organization Operations, ","Margaret Kilduff, Ph.D. ,",4.6,5,Approximately 4 months to complete,Coursera,"administrative careers, concepts, healthcare foundations, healthcare organization administration, introduce, operations, specialization",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,Data Mining  Specialization,https://res.cloudinary.com/dhxzdpysp/image/upload/v1772576224/courses/course_245_data_mining_specialization.jpg,"Analyze Text, Discover Patterns, Visualize Data. Solve real-world data mining challenges.",Data Science,Machine Learning,Specialization,English,"Subtitles: English, Arabic, French, Portuguese (European), Chinese (Simplified), Italian, Vietnamese, Korean, German, Russian, Spanish","Data Clustering Algorithms, Text Mining, Data Visualization (DataViz), Data Mining, Data Visualization Software, Tableau Software, Data Virtualization, Information Retrieval (IR), Document Retrieval, Machine Learning, Recommender Systems, Probabilistic Models, ","John C. Hart ,ChengXiang Zhai ,Jiawei Han ,",4.58,52,Approximately 8 months to complete,Coursera,"analyze text, discover patterns, real-world data mining challenges, solve, visualize data",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,"Python, Bash and SQL Essentials for Data Engineering Specialization",https://res.cloudinary.com/dhxzdpysp/image/upload/v1772576228/courses/course_246_python_bash_and_sql_essentials_for_data_engineerin.jpg,Launch Your Career in Data Engineering. Master foundational strategies and tools to become proficient in developing data engineering and machine learning solutions,Information Technology,Data Management,Specialization,English,Subtitles: English,"Bash (Unix Shell), Database (DBMS), Web Application, Python Programming, SQL, Vim, Pandas, Visual Studio Code, Data Structure, Data Management, Linux, Web Scraping, ","Kennedy Behrman ,Alfredo Deza ,Noah Gift ,",0,0,Approximately 4 months to complete,Coursera,"become, career, data engineering, data engineering and machine learning solutions, develop, launch, master foundational strategies, tools",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,Supply Chain Finance and Blockchain Technology Specialization,https://res.cloudinary.com/dhxzdpysp/image/upload/v1772576234/courses/course_247_supply_chain_finance_and_blockchain_technology_spe.jpg,"Master Supply Chain Finance & Blockchain. Learn how to assess, sell and implement Supply Chain Finance programs using cutting edge technology.",Business,Finance,Specialization,English,Subtitles: English,"Blockchain Technology Implementation, Foreign Currency Risk Management, Accounts Receivable Management, Accounts Payable Management, Trade Finance Management, Marketing Supply Chain Finance Services, Designing a Supply Chain Finance Program, Risk Management of Supply Chain Finance, Financial Innovation, Blockchain Implementation in Supply Chain Finance, APIs for Trade Finance, Managing Accounts Receivable and Accounts Payable with Blockchain, ","Oliver Belin ,Jack Farmer ,",4.4,5,Approximately 4 months to complete,Coursera,"assess, blockchain, cut, edge technology, implement, learn, master supply chain finance, sell, supply chain finance programs, use",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,Oracle SQL Databases Specialization,https://res.cloudinary.com/dhxzdpysp/image/upload/v1772576239/courses/course_248_oracle_sql_databases_specialization.jpg,Become Proficient with Oracle SQL Databases. Master creating and editing databases with Oracle SQL,Information Technology,Data Management,Specialization,English,"Subtitles: English, Russian","Insert and Modify Oracle SQL Databases, Delete from Oracle SQL Databases, Create Oracle SQL Databases, ","Rafiq Wayani ,",4.4,10,Approximately 2 months to complete,Coursera,"become, create, databases, edit, master, oracle sql, oracle sql databases",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,Machine Learning for Trading Specialization,https://res.cloudinary.com/dhxzdpysp/image/upload/v1772576242/courses/course_249_machine_learning_for_trading_specialization.jpg,Start Your Career in Machine Learning for Trading. Learn the machine learning techniques used in quantitative trading.,Data Science,Machine Learning,Specialization,English,"Subtitles: English, French, Portuguese (European), Russian, Spanish","Finance, Trading, Investment, Machine Learning applied to Finance, Algorithmic Trading, Python Programming, Machine Learning, Reinforcement Learning Model Development, Reinforcement Learning Trading Algorithm Optimization, Reinforcement Learning Trading Strategy Development, Reinforcement Learning Trading Algo Development, ","Jack Farmer ,",3.88,24,Approximately 3 months to complete,Coursera,"career, learn, machine, machine learning, quantitative trading, start, techniques, trading, use",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,Software Development Lifecycle Specialization,https://res.cloudinary.com/dhxzdpysp/image/upload/v1772576246/courses/course_250_software_development_lifecycle_specialization.jpg,Launch Your Career in Software Development. Master techniques and best practices for traditional and agile software project management.,Computer Science,Software Development,Specialization,English,"Subtitles: English, Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, Spanish, Portuguese (Brazilian)","Lean Software Development, Kanban, Agile Software Development, Software Development Process, Software Development Kit (SDK), Scrum (Software Development), Application Security, Software Architecture, Software Testing, Software Design, Software Quality, ","Praveen Mittal ,Kevin Wendt ,",4.59,49,Approximately 4 months to complete,Coursera,"best practices, career, launch, master techniques, software development, traditional and agile software project management",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,Design of Experiments Specialization,https://res.cloudinary.com/dhxzdpysp/image/upload/v1772576255/courses/course_252_design_of_experiments_specialization.jpg,"Design, Develop and Improve Products and Processes. Be able to apply modern experimental techniques to improve existing products and processes and bring new products and processes to market faster",Data Science,Probability and Statistics,Specialization,English,"Subtitles: English, Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, Spanish","Experimental Design, statistical Methods for Process and Product improvement, design of experiments, experiment design, designing experiments, ","Douglas C. Montgomery ,",4.44,9,Approximately 4 months to complete,Coursera,"apply, bring, design, develop, exist, existing products, improve, market, modern experimental techniques, new products, processes, products",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,Creativity and AI Specialization,https://res.cloudinary.com/dhxzdpysp/image/upload/v1772589871/courses/course_253_creativity_and_ai_specialization.jpg,AI and Design Thinking for Creativity. Discover the world of creative AI while building your toolkit for innovative breakthroughs.,Computer Science,Design and Product,Specialization,English,Subtitles: English,"Artificial Intelligence (AI), Innovation Strategies, Design Thinking, Business Applications, Applied Creativity, Machine Learning, Computational Creativity, Theories of Creativity, Organizational Transformation, ","Jeongki Lim ,",4,1,Approximately 4 months to complete,Coursera,"ai, build, creative ai, creativity, design thinking, discover, innovative breakthroughs, toolkit, world",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,Strategic Management and Innovation Specialization,https://res.cloudinary.com/dhxzdpysp/image/upload/v1772576262/courses/course_254_strategic_management_and_innovation_specialization.jpg,Manage 21st Century Business Strategy. Develop and implement an innovative business approach in just three courses.,Business,Business Strategy,Specialization,English,"Subtitles: English, Arabic, French, Portuguese (European), Italian, Portuguese (Brazilian), Vietnamese, German, Russian, Spanish, Romanian","Strategic Management, Strategy Implementation, Strategic Thinking, Business Strategy, Strategic Planning, Decision-Making, Performance Management, ","Robert Austin ,Marcus MA¸ller Larsen ,Nicolai Pogrebnyakov ,",4.65,82,Approximately 6 months to complete,Coursera,"21st century business strategy, develop, implement, innovative business approach, just three courses, manage",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,"Hotel Management: Distribution, Revenue and Demand Management Specialization",https://res.cloudinary.com/dhxzdpysp/image/upload/v1772576265/courses/course_255_hotel_management_distribution_revenue_and_demand_m.jpg,Build a Hospitality Business. Prepare for a professional career in the hotel industry in just three courses.,Business,Leadership and Management,Specialization,English,"Subtitles: English, Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, Spanish","Pricing, Revenue Management, Forecasting, Hotel Management, Hospitality Management, Hospitality Management Studies, Segmentation Analysis, Demand Management, Asset Management, ","Peter O'Connor ,Nicolas Graf ,Augustin Cacot ,Nathaniel Green ,Alex Slors ,David Turnbull ,Brendan May ,Martin Soler ,Lennert De Jong ,",4.57,37,Approximately 4 months to complete,Coursera,"build, hospitality business, hotel industry, just three courses, prepare, professional career",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,Introduction to Business Specialization,https://res.cloudinary.com/dhxzdpysp/image/upload/v1772576269/courses/course_256_introduction_to_business_specialization.jpg,"Jumpstart Your Business Management Career!. Adopt industry recommended best practices in business management, digital marketing, and finance.",Business,Business Essentials,Specialization,English,Subtitles: English,"Strategic Planning, engagement, Storytelling, Expense Control, Leadership Style, Training And Development, Setting Objectives, Manage Expense Control, Analyze Financial Statements, Create a Forecast, Identify Capital Resources, Effective Use of Labor, ","Marla Noel ,Steve Fritzenkotter ,",0,0,Approximately 3 months to complete,Coursera,"adopt, best practices, business management, business management career, digital marketing, finance, industry, jumpstart, recommend",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,Learning Linux for LFCA Certification Specialization,https://res.cloudinary.com/dhxzdpysp/image/upload/v1772576277/courses/course_258_learning_linux_for_lfca_certification_specializati.jpg,Become proficient with Linux. Learn Linux for LFCA Certification,Computer Science,Software Development,Specialization,English,Subtitles: English,"creating links to files and directories, updating packages, managing Linux File Systems, filtering text files, applying permissions, Cybersecurity, Information Technology, Linux, Virtual Machine, Version Control, Hypervisor, Use Case, ","Aspen Olmsted ,",4.33,12,Approximately 4 months to complete,Coursera,"become, learn, lfca certification, linux",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,First Principles of Computer Vision Specialization,https://res.cloudinary.com/dhxzdpysp/image/upload/v1772576284/courses/course_260_first_principles_of_computer_vision_specialization.jpg,Master the First Principles of Computer Vision. Advance the mathematical and physical algorithms empowering computer vision ,Computer Science,Algorithms,Specialization,English,Subtitles: English,"perception, features and boundaries, Object Recognition, Camera and imaging, 3d reconstruction, Fourier Transform, High-Dynamic-Range (HDR) Imaging, Image Formation, Convolution and Deconvolution, Working Principles of a Camera, Scale Space, Active Contours, ","Shree Nayar ,",5,3,Approximately 7 months to complete,Coursera,"advance, computer vision, empower, first principles, master, mathematical and physical algorithms",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,Machine Learning and Reinforcement Learning in Finance Specialization,https://res.cloudinary.com/dhxzdpysp/image/upload/v1772576287/courses/course_261_machine_learning_and_reinforcement_learning_in_fin.jpg,Reinforce Your Career: Machine Learning in Finance. Extend your expertise of algorithms and tools needed to predict financial markets.,Data Science,Machine Learning,Specialization,English,"Subtitles: English, French, Portuguese (European), Russian, Spanish","Predictive Modelling, Financial Engineering, Machine Learning, Tensorflow, Reinforcement Learning, option pricing and risk management, simple model for market dynamics, Q-learning using financial problems, optimal trading, Portfolio Optimization, ","Igor Halperin ,",3.67,18,Approximately 4 months to complete,Coursera,"algorithms, career, expertise, extend, finance, financial markets, machine learning, need, predict, reinforce, tools",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,"Negotiation, Mediation and Conflict Resolution Specialization",https://res.cloudinary.com/dhxzdpysp/image/upload/v1772576292/courses/course_262_negotiation_mediation_and_conflict_resolution_spec.jpg,"Become a Successful Negotiator & Conflict Manager. Master strategies, acquire tools, and get professionals' golden rules for negotiations & mediations",Business,Leadership and Management,Specialization,English,"Subtitles: English, Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, Spanish","Communication, Negotiation, Planning, Cross-Cultural Communication, ","AurA©lien Colson ,Alan Jenkins ,Joseph Maila ,",4.49,35,Approximately 5 months to complete,Coursera,"acquire tools, become, conflict manager, get, master strategies, mediations, negotiations, professionals ' golden rules, successful negotiator",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,Fundamentals of Computing Specialization,https://res.cloudinary.com/dhxzdpysp/image/upload/v1772576296/courses/course_263_fundamentals_of_computing_specialization.jpg,Prepare for Advanced Computer Science Courses. Learn how to program and think like a Computer Scientist,Computer Science,Software Development,Specialization,English,"Subtitles: English, Arabic, French, Portuguese (European), Chinese (Simplified), Italian, Portuguese (Brazilian), Vietnamese, Korean, German, Russian, Spanish, Turkish, Romanian, Greek, Telugu","Recursion, Algorithms, Python Programming, Dynamic Programming, Programming Principles, Python Syntax And Semantics, Computer Programming, Logic Programming, Object-Oriented Programming (OOP), Combinatorics, Tree (Data Structure), Graph Theory, ","John Greiner ,Stephen Wong ,Scott Rixner ,Joe Warren ,Luay Nakhleh ,",4.58,65,Approximately 7 months to complete,Coursera,"advanced computer science courses, computer scientist, learn, prepare, program, think",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,Executive Data Science Specialization,https://res.cloudinary.com/dhxzdpysp/image/upload/v1772576299/courses/course_264_executive_data_science_specialization.jpg,Be The Leader Your Data Team Needs. Learn to lead a data science team that generates first-rate analyses in four courses.,Data Science,Data Analysis,Specialization,English,"Subtitles: English, Chinese (Traditional), Arabic, French, Portuguese (European), Italian, Vietnamese, German, Urdu, Russian, Turkish, Spanish, Hindi, Japanese, Thai","Data Science, Data Management, Data Analysis, Communication, Leadership, Machine Learning, Project, Team Building, Management, Team Management, Interpretation, Exploratory Data Analysis, ","Jeff Leek, PhD ,Brian Caffo, PhD ,Roger D. Peng, PhD ,",4.42,153,Approximately 2 months to complete,Coursera,"data science team, first-rate analyses, four courses, generate, lead, leader, learn, your data team needs",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,Django for Everybody Specialization,https://res.cloudinary.com/dhxzdpysp/image/upload/v1772576301/courses/course_265_django_for_everybody_specialization.jpg,Build & deploy rich web applications using Django. Learn the fundamentals of building a full-featured web site using Django,Computer Science,Mobile and Web Development,Specialization,English,"Subtitles: English, Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, Spanish","Cascading Style Sheets (CSS), HTML, JavaScript, SQL, Django (Web Framework), Hypertext Transfer Protocol (HTTP), Django Template Language, GET & POST, Object-Oriented Programming (OOP), Cross-Site Scripting Forgery (CSRF), User authentication, Sessions and cookies, ","Charles Russell Severance ,",4.6,42,Approximately 5 months to complete,Coursera,"build, deploy, django, feature, full-featured web site, fundamentals, learn, rich web applications, use",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,Social Media Marketing in Practice Specialization,https://res.cloudinary.com/dhxzdpysp/image/upload/v1772576305/courses/course_266_social_media_marketing_in_practice_specialization.jpg,"Develop Your Social Media Marketing Career. Like, Share, and Tweet your way to success with all the core Social Media Marketing skills required for the modern workplace.",Business,Marketing,Specialization,English,Subtitles: English,"Digital transformation, Digital Marketing, Social Media Marketing, Content Marketing, Digital Strategy, Choose social media platforms and tools, Set up a social media experience for a business, Share and promote social content, Build and sustain a social media community, Plan a social media advertising strategy, Set up advertising on Snapchat, Uncover campaign insights using native Facebook and Snapchat analytics tools, ","Digital Marketing Institute ,Cathal Melinn ,",4.29,7,Approximately 4 months to complete,Coursera,"core social media marketing skills, develop, modern workplace, require, social media marketing career, success, way",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,Agile Leadership Specialization,https://res.cloudinary.com/dhxzdpysp/image/upload/v1772576308/courses/course_267_agile_leadership_specialization.jpg,"Develop Agile Leadership Skills. Develop agile leadership skills by implementing change management, social psychology, and Agile principles and philosophy in business.",Business,Leadership and Management,Specialization,English,"Subtitles: English, French, Portuguese (European), Russian, Spanish, Hungarian","Agile Leadership, Agile Management, Scrum (Software Development), Change Management, Project Management, ","Oxana Trotsenko ,",4.67,21,Approximately 5 months to complete,Coursera,"agile leadership skills, agile principles, business, change management, develop, implement, philosophy, social psychology",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,Palliative Care Always Specialization,https://res.cloudinary.com/dhxzdpysp/image/upload/v1772576311/courses/course_268_palliative_care_always_specialization.jpg,Integrate palliative care into your daily practice. Master complex communication skills and learn tools to screen for palliative needs and offer basic palliative care.,Health,Patient Care,Specialization,English,Subtitles: English,"Transition to Hospice, Palliative Care, Supportive Care, Symptom Assessment and Management, Effective Communication, Self-Care, Communication, Psychosocial Support, Goals of Care/ACP, symptom management, patient-centered care, Symptom Assessment, ","Kavitha Ramchandran ,Jan DeNofrio ,Joshua C. Fronk ,Manuela Kogon ,",4.5,2,Approximately 6 months to complete,Coursera,"basic palliative care, daily practice, integrate, learn, master complex communication skills, offer, palliative care, palliative needs, screen, tools",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,Fundamentals of Flight mechanics Specialization,https://res.cloudinary.com/dhxzdpysp/image/upload/v1772576314/courses/course_269_fundamentals_of_flight_mechanics_specialization.jpg,"Get hands-on understanding of Flight mechanics. Apply it to the critical review of a flight accident report, or to the set up of a flight test program, or for drafting the preliminary design of an airplane.",Physical Science and Engineering,Physics and Astronomy,Specialization,English,Subtitles: English,"Airplane conception and validation, Flight dynamics, Applied aerodynamics, Aerospace Engineering, Flight mechanics, ","Eric Poquillon ,",4,4,Approximately 3 months to complete,Coursera,"airplane, apply, critical review, draft, flight accident report, flight mechanics, flight test program, get, hands, preliminary design, set, understanding",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,Leading: Human Resource Management and Leadership Specialization,https://res.cloudinary.com/dhxzdpysp/image/upload/v1772576317/courses/course_270_leading_human_resource_management_and_leadership_s.jpg,"Get ready for the Future of Work. Leading people and organisations to adapt, compete and succeed in a complex, global environment.",Business,Leadership and Management,Specialization,English,"Subtitles: English, Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, Spanish","Strategic Thinking, Human Resources (HR), Visionary leadership, Organisational design, Value Chain, Organisational leadership, Organisational alignment, Change planning, Motivation, Diversity and Inclusion, Communication, Staff Management, ","Professor Jaco Lok ,Professor Rebecca Mitchell ,Dr Richard Claydon ,Arabella MacPherson ,Associate Professor Edward Wray-Bliss ,Dr Abas Mirzaei ,",4.6,48,Approximately 6 months to complete,Coursera,"adapt, compete, complex , global environment, future, get, lead, leading people, organisations, succeed, work",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,Data Warehousing for Business Intelligence Specialization,https://res.cloudinary.com/dhxzdpysp/image/upload/v1772576321/courses/course_271_data_warehousing_for_business_intelligence_special.jpg,Harness Business Data . Build a fully-optimized business data warehouse in five courses.,Data Science,Data Analysis,Specialization,English,"Subtitles: English, Arabic, French, Portuguese (European), Chinese (Simplified), Italian, Vietnamese, Korean, German, Russian, Spanish","Pentaho, Data Visualization (DataViz), Data Warehouse, SQL, Database (DB) Design, EntityâRelationship (E-R) Model, Database (DBMS), Extraction, Transformation And Loading (ETL), Data Integration, Data Warehousing, Materialized View, Business Intelligence, ","Michael Mannino ,Jahangir Karimi ,",4.43,63,Approximately 8 months to complete,Coursera,"build, five courses, fully-optimized business data warehouse, harness business data, optimize",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,FinTech: Finance Industry Transformation and Regulation Specialization,https://res.cloudinary.com/dhxzdpysp/image/upload/v1772576325/courses/course_272_fintech_finance_industry_transformation_and_regula.jpg,"Develop your knowledge and skills in FinTech. Equip yourself to FinTech disruptive innovation, business opportunities and challenges ahead.",Business,Business Strategy,Specialization,English,"Subtitles: English, Arabic, French, Portuguese (European), Chinese (Simplified), Italian, Vietnamese, German, Russian, Spanish","Cryptocurrency, Financial Technology, fintech disruption, Blockchain, "," Theodore Henry King CLARK ,Garvin Percy DIAS ,",4.36,14,Approximately 5 months to complete,Coursera,"business opportunities, challenges, develop, equip, fintech, fintech disruptive innovation, knowledge, skills",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,Digital Signal Processing Specialization,https://res.cloudinary.com/dhxzdpysp/image/upload/v1772576329/courses/course_273_digital_signal_processing_specialization.jpg,Digital Signal Processing from theory to practice. Discover discrete-time signal and analyze them with the Fourier transform. Manipulate signals with filters. Move back and forth from the analog to the digital world and learn about digital data communication and real-time DSP. ,Physical Science and Engineering,Electrical Engineering,Specialization,English,"Subtitles: English, Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, Spanish","Convulsion, Data Transmission, Audio processing, Ipython, Fourier Analysis, ","Paolo Prandoni ,Martin Vetterli ,",4.5,8,Approximately 4 months to complete,Coursera,"analog, analyze, digital data communication, digital signal processing, digital world, discover, discrete-time signal, filters, fourier transform, learn, manipulate signals, move, practice, real-time dsp, theory",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,"Introduction to Biology: Ecology, Evolution, & Biodiversity Specialization",https://res.cloudinary.com/dhxzdpysp/image/upload/v1772576334/courses/course_275_introduction_to_biology_ecology_evolution_biodiver.jpg,Understand nature like a biologist.. Embark on a journey from the classroom to museums and nature reserves to gain a broad overview and appreciation of three important fields of biology.,Physical Science and Engineering,Environmental Science and Sustainability,Specialization,English,Subtitles: English,"Inspecting specimens, Interpreting phylogenetic trees, Examining ideas, Recording observations, Identifying species, ","Scott Solomon ,",0,0,Approximately 4 months to complete,Coursera,"appreciation, biologist, biology, broad overview, classroom, embark, gain, journey, museums, nature, nature reserves, three important fields, understand",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,Introduction to Financial Accounting: The Accounting Cycle Specialization,https://res.cloudinary.com/dhxzdpysp/image/upload/v1772576337/courses/course_276_introduction_to_financial_accounting_the_accountin.jpg,"Gain Practical Accounting Knowledge and Skills. In this hands-on Specialization you will practice completing each step of the accounting cycle within Microsoft Excel, from analyzing and recording the first financial transactions of the year all the way through starting the new fiscal year.",Business,Finance,Specialization,English,Subtitles: English,"Practical Applications, Financial Statement, Practical Applications in Accounting, Accounting Cycle, ","Andrea Eliassen ,",4,5,Approximately 3 months to complete,Coursera,"accounting cycle, analyze, complete, first financial transactions, gain, hands-on specialization, microsoft excel, new fiscal year, practical accounting knowledge, practice, record, skills, start, step, year",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,Good with Words: Speaking and Presenting Specialization,https://res.cloudinary.com/dhxzdpysp/image/upload/v1772576341/courses/course_277_good_with_words_speaking_and_presenting_specializa.jpg,What would you say if you knew you could say it well?,Personal Development,Personal Development,Specialization,English,Subtitles: English,"Persuasion, Creativity, Communication, Tact, Confidence, Poise, Advocacy, Rhythm, Problem Solving, Dynamic Movement, Resilience, Optimism, ","Patrick Barry ,",5,1,Approximately 4 months to complete,Coursera,"know, say",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,Fundamentals of Immunology Specialization,https://res.cloudinary.com/dhxzdpysp/image/upload/v1772576345/courses/course_278_fundamentals_of_immunology_specialization.jpg,Learn basic concepts and vocabulary in immunology!. Analyze new developments in immunological therapies designed for the treatment of disease.,Health,Basic Science,Specialization,English,"Subtitles: English, Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, Spanish","Viral, Virus, Immune Deficiency, Viral Strategies, Cancer, ","Alma Moon Novotny, Ph.D. ,",4.67,36,Approximately 6 months to complete,Coursera,"analyze, basic concepts, design, disease, immunological therapies, immunology, learn, new developments, treatment, vocabulary",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
